Dataset,Model,Group,MILP_Time,GA_Time,MILP_UGF,GA_UGF,MILP_NDCG,GA_NDCG,GA_Satisfied
5Beauty-rand,NCF,0.05_count,1499.1947670999998,162.7029290999999,0.0909325064498044,0.090756126,0.3584053227312116,0.3363773591478339,True
5Beauty-rand,NCF,sum_0.05,411.4488296000018,161.6345276000029,0.08566665837504991,0.08521082,0.3587815551609019,0.3385847495620551,True
5Beauty-rand,NCF,max_0.05,732.2003289000022,161.04874460000065,0.04193296045889845,0.041764937,0.3525479023731391,0.34186577526650447,True
5Beauty-rand,biasedMF,0.05_count,1028.5252494000015,161.8100599999998,0.08956496782960396,0.089149244,0.43926611064214144,0.4170280024165589,True
5Beauty-rand,biasedMF,sum_0.05,870.8130288000029,160.67630680000002,0.08375301427714513,0.08333879,0.43770419077801626,0.4201324974699773,True
5Beauty-rand,biasedMF,max_0.05,718.5014502999984,162.6133508999992,0.037272252153365826,0.03687173,0.4335866980289617,0.4242915710661406,True
