Dataset,Model,Group,MILP_Time,GA_Time,MILP_UGF,GA_UGF,MILP_NDCG,GA_NDCG,GA_Satisfied
5Grocery-rand,NCF,0.05_count,354.45699439999953,91.98377790000086,0.11754907639667078,0.11751468,0.3968949461400031,0.37626475165901174,True
5Grocery-rand,NCF,sum_0.05,349.7616951,92.81822549999924,0.10173510225801355,0.101022154,0.3925723588004849,0.3750721556737238,True
5Grocery-rand,NCF,max_0.05,170.13195730000007,92.37942360000125,0.044308972657485485,0.044254646,0.38985846798449536,0.3815357481345306,True
5Grocery-rand,biasedMF,0.05_count,363.77153290000024,92.74978269999883,0.11318564591729868,0.11309208,0.4579937551424235,0.43800327635344294,True
5Grocery-rand,biasedMF,sum_0.05,416.54448650000086,92.621976800001,0.09859176918883306,0.09742929,0.45576869923143515,0.43532891398353635,True
5Grocery-rand,biasedMF,max_0.05,320.0168869000008,92.47929699999986,0.04523018870725093,0.04492113,0.4508291370997902,0.4417987960604323,True
